PayoutDate,OrderWeek,Location,Payment Descriptions,OtherPayments
2023-03-19,2023-03-13,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-19,2023-03-13,Charlottenburg,Ad Spend,-23.665714285714284
2023-03-19,2023-03-13,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-19,2023-03-13,Friedrichshain,Ad Spend,-22.969999999999995
2023-03-19,2023-03-13,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-19,2023-03-13,Kreuzberg,Ad Spend,-5.248571428571429
2023-03-19,2023-03-13,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-19,2023-03-13,Mitte,Ad Spend,-6.885714285714286
2023-03-19,2023-03-13,Mitte,VAT Rounding Adjustment,0.0
2023-03-19,2023-03-13,Prenzlauer Berg,Ad Spend,-6.737142857142857
2023-03-19,2023-03-13,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-20,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-20,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-20,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-20,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-20,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-20,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-20,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-21,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-21,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-21,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-21,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-21,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-21,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-21,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-22,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-22,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-22,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-22,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-22,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-22,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-22,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-23,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-23,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-23,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-23,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-23,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-23,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-23,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-24,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-24,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-24,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-24,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-24,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-24,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-24,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-25,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-25,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-25,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-25,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-25,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-25,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-25,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Bergmannkiez,Ad Spend,-34.5
2023-03-26,2023-03-20,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Charlottenburg,Ad Spend,-23.471428571428568
2023-03-26,2023-03-20,Charlottenburg,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Friedrichshain,Ad Spend,-23.314285714285717
2023-03-26,2023-03-20,Friedrichshain,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Kreuzberg,Ad Spend,-5.254285714285714
2023-03-26,2023-03-20,Kreuzberg,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Mitte,Ad Spend,-9.245714285714286
2023-03-26,2023-03-20,Mitte,VAT Rounding Adjustment,0.0
2023-03-26,2023-03-20,Prenzlauer Berg,Ad Spend,-15.335714285714285
2023-03-26,2023-03-20,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-03-27,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-03-27,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-03-27,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-03-27,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-03-27,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-03-27,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-03-28,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-03-28,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-03-28,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-03-28,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-03-28,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-03-28,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-03-29,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-03-29,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-03-29,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-03-29,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-03-29,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-03-29,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-03-30,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-03-30,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-03-30,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-03-30,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-03-30,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-03-30,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-03-31,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-03-31,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-03-31,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-03-31,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-03-31,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-03-31,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-04-01,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-04-01,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-04-01,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-04-01,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-04-01,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-04-01,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-04-02,2023-03-27,Bergmannkiez,Ad Spend,-4.26
2023-04-02,2023-03-27,Charlottenburg,Ad Spend,-3.9214285714285713
2023-04-02,2023-03-27,Friedrichshain,Ad Spend,-6.75
2023-04-02,2023-03-27,Kreuzberg,Ad Spend,-2.11
2023-04-02,2023-03-27,Mitte,Ad Spend,-5.117142857142857
2023-04-02,2023-03-27,Prenzlauer Berg,Ad Spend,-17.414285714285715
2023-04-03,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-03,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-03,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-03,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-03,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-03,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-03,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-03,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-03,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-03,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-03,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-03,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-04,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-04,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-04,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-04,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-04,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-04,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-04,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-04,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-04,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-04,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-04,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-04,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-05,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-05,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-05,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-05,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-05,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-05,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-05,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-05,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-05,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-05,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-05,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-05,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-06,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-06,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-06,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-06,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-06,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-06,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-06,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-06,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-06,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-06,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-06,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-06,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-07,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-07,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-07,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-07,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-07,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-07,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-07,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-07,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-07,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-07,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-07,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-07,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-08,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-08,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-08,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-08,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-08,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-08,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-08,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-08,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-08,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-08,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-08,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-08,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-09,2023-04-03,Bergmannkiez,Ad Spend,-25.59
2023-04-09,2023-04-03,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-09,2023-04-03,Charlottenburg,Ad Spend,-28.33857142857143
2023-04-09,2023-04-03,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-09,2023-04-03,Charlottenburg,Restaurant Refunds,30.15142857142857
2023-04-09,2023-04-03,Friedrichshain,Ad Spend,-30.237142857142857
2023-04-09,2023-04-03,Friedrichshain,Restaurant Refunds,28.889999999999997
2023-04-09,2023-04-03,Kreuzberg,Ad Spend,-8.047142857142857
2023-04-09,2023-04-03,Mitte,Ad Spend,-12.98857142857143
2023-04-09,2023-04-03,Mitte,Restaurant Refunds,25.787142857142857
2023-04-09,2023-04-03,Prenzlauer Berg,Ad Spend,-25.30714285714286
2023-04-09,2023-04-03,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-10,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-10,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-10,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-10,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-10,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-10,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-10,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-10,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-11,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-11,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-11,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-11,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-11,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-11,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-11,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-11,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-12,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-12,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-12,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-12,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-12,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-12,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-12,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-12,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-13,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-13,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-13,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-13,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-13,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-13,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-13,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-13,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-14,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-14,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-14,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-14,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-14,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-14,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-14,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-14,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-15,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-15,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-15,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-15,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-15,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-15,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-15,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-15,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-16,2023-04-10,Bergmannkiez,Ad Spend,-20.701428571428572
2023-04-16,2023-04-10,Charlottenburg,Ad Spend,-19.747142857142858
2023-04-16,2023-04-10,Friedrichshain,Ad Spend,-17.217142857142857
2023-04-16,2023-04-10,Kreuzberg,Ad Spend,-3.9828571428571427
2023-04-16,2023-04-10,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-16,2023-04-10,Mitte,Ad Spend,-5.785714285714286
2023-04-16,2023-04-10,Mitte,VAT Rounding Adjustment,0.0
2023-04-16,2023-04-10,Prenzlauer Berg,Ad Spend,-21.59857142857143
2023-04-17,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-17,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-17,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-17,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-17,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-17,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-17,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-17,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-17,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-17,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-17,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-17,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-18,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-18,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-18,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-18,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-18,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-18,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-18,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-19,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-19,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-19,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-19,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-19,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-19,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-19,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-20,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-20,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-20,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-20,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-20,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-20,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-20,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-21,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-21,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-21,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-21,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-21,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-21,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-21,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-22,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-22,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-22,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-22,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-22,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-22,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-22,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Bergmannkiez,Ad Spend,-24.207142857142856
2023-04-23,2023-04-17,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Charlottenburg,Ad Spend,-24.184285714285718
2023-04-23,2023-04-17,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Friedrichshain,Ad Spend,-24.79
2023-04-23,2023-04-17,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Kreuzberg,Ad Spend,-4.732857142857143
2023-04-23,2023-04-17,Kreuzberg,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Mitte,Ad Spend,-9.857142857142858
2023-04-23,2023-04-17,Mitte,VAT Rounding Adjustment,0.0
2023-04-23,2023-04-17,Prenzlauer Berg,Ad Spend,-25.287142857142857
2023-04-23,2023-04-17,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-24,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-24,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
